"intNewspaperID","strPlace","strNewspaper","strInterval","intStartingVolume","intStartingNumber","intStartingDay","intStartingMonth","intStartingYear","intEndingVolume","intEndingNumber","intEndingDay","intEndingMonth","intEndingYear","strContinuesFrom","strContinuedBy","strMergedWith","strToForm","strAbsorbedBy","intHarper","strNoteEN","strNoteFR","ysnContinued","ysnFrench","ysnDatesQuestionable"
"653","St. Stephen","Provincial Patriot and St. Stephen's Banner","unknown","1","1","27","5","1853","0","0","0","0","1860","-","646","-","-","-","433","-","-","False","False","False"
"654","St. Stephen","Saint Croix Courier","weekly","1","1","14","10","1865","0","0","0","0","0","655","655","-","-","660","434","-","-","False","False","False"
"655","St. Stephen","Saint Croix Courier and Saint Stephen Journal","weekly","12","39","12","7","1877","12","52","11","10","1877","654","654","-","-","-","434","-","-","False","False","False"
"656","St. Stephen","Saint Stephen Courant and General Advertiser","unknown","1","1","17","2","1842","0","0","0","0","0","-","-","-","-","-","436","-","-","False","False","False"
"657","St. Stephen","Saint Stephen Times","weekly","1","1","0","3","1869","0","0","0","0","1870","658","-","-","-","-","439","-","-","False","False","True"
"658","St. Stephen","Schoodic Times","weekly","1","1","0","3","1869","0","0","0","0","0","-","657","-","-","-","344","-","-","False","False","False"
"659","St. Stephen","St. Croix Herald","weekly","1","1","0","0","1857","0","0","0","0","1864","-","-","-","-","-","435","-","-","False","False","False"
"660","St. Stephen","St. Stephen Journal","weekly","1","1","6","11","1872","5","37","11","7","1877","-","-","-","-","654","0","-","-","False","False","False"
"661","St. Stephen","Times or Saint Croix Advertiser","weekly","1","1","4","9","1833","0","0","0","0","0","-","-","-","-","-","441","-","-","False","False","False"
"662","St. Stephen","The Weekly Globe","weekly","1","1","0","0","1897","0","0","0","0","1904","-","-","-","-","-","428","-","-","False","False","True"
"663","Sugar Island","The Campfire Journal","unknown","0","0","0","0","1985","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","False"
"664","Sugar Island","Journal du plein air","unknown","0","0","0","0","1985","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","False"
"665","Sussex","The Co operative Farmer and Maritime Dairyman","2/monthly","1","1","25","9","1895","6","16","21","5","1901","-","667","-","-","-","444","-","-","False","False","False"
"666","Sussex","Kings County Record","weekly","14","50","16","8","1901","0","0","0","0","0","671","-","-","-","-","443","-","-","False","False","True"
"667","Sussex","The Maritime Farmer and Co operative Dairyman","2/monthly","6","17","4","6","1901","48","8","16","1","1979","665","-","-","-","-","0","-","-","False","False","False"
"668","Sussex","Sussex Banner","weekly","0","0","0","10","1861","0","0","0","0","0","-","-","-","-","-","446","-","-","False","False","True"
"669","Sussex","Sussex Times","weekly","1","1","8","3","1860","1","16","21","6","1860","-","-","-","-","-","447","-","-","False","False","False"
"670","Sussex","Sussex Valley Register","weekly","1","1","8","10","1980","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","False"
"671","Sussex","Weekly Record","weekly","1","1","9","9","1887","14","49","9","8","1901","-","666","-","-","-","443","-","-","False","False","True"
"672","Tracadie","L' Analyste","unknown","1","1","23","6","1971","2","5","12","9","1972","673","-","-","-","-","0","-","-","False","False","False"
"673","Tracadie","Le Reflet du Nord","unknown","1","1","0","5","1969","3","2","4","2","1971","-","672","-","-","-","0","-","-","False","False","False"
"674","Tracadie","Tracadie News","weekly","0","1","15","3","1947","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","False"
"675","Val d'Amours","Informatous","monthly","1","1","0","8","1992","2","1","0","8","1993","-","-","-","-","-","0","-","-","False","False","False"
"676","Woodstock","The Bugle","weekly","1","1","24","10","1963","14","5","2","2","1977","-","-","93,301","677","185","0","-","-","False","False","False"
"677","Woodstock","The Bugle Gazette Times","weekly","5","300","3","7","1969","9","52","28","12","1972","676,301,93","693","-","-","-","0","-","-","False","False","False"
"678","Woodstock","Carleton Sentinel","weekly","1","1","0","6","1848","96","12","17","3","1943","-","-","684","686","696","450","-","-","False","False","False"
"679","Woodstock","Dispatch","weekly","1","1","6","6","1894","25","4","11","9","1918","-","-","-","-","-","459","-","-","False","False","False"
"680","Woodstock","Kings Highway","2/monthly","0","0","0","0","1894","0","0","0","0","1910","443","136","-","-","-","452","-","-","False","False","True"
"681","Woodstock","Lancet","unknown","1","1","0","3","1853","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","True"
"682","Woodstock","Nackawick Bummer","unknown","1","1","0","4","1867","0","0","0","0","0","-","-","-","-","-","0","Reference in Carleton Sentinel April 13, 1867.","Référence dans le Carleton Sentinel du 13 avril, 1867.","False","False","False"
"683","Woodstock","Pike Pole","unknown","1","1","0","12","1858","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","True"
"684","Woodstock","The Press","unknown","16","15","9","2","1896","64","10","17","3","1943","695","-","678","686","-","461","-","-","False","False","False"
"685","Woodstock","The Reformer","weekly","1","1","29","4","1853","0","0","0","12","1853","-","694","-","-","-","454","-","-","False","False","False"
"686","Woodstock","Sentinel Press","weekly","96","13","24","3","1943","124","23","10","6","1971","678,684","-","-","-","-","455","-","-","False","False","False"
"687","Woodstock","Telegraph and New Brunswick General Register","weekly","1","1","0","0","1840","7","43","24","12","1847","-","-","-","-","-","0","-","-","False","False","False"
"688","Woodstock","Temperance Advocate","weekly","1","1","4","10","1853","0","0","0","0","1855","-","-","-","-","-","456","-","-","False","False","True"
"689","Woodstock","The Times","weekly","1","1","0","7","1837","0","0","0","3","1841","-","-","-","-","-","457","-","-","False","False","True"
"690","Woodstock","The Union","unknown","1","1","0","0","1865","0","0","0","0","1866","-","-","-","-","-","0","-","-","False","False","False"
"691","Woodstock","Valley Visitor","unknown","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","False"
"692","Woodstock","Woodstock Acadian","weekly","0","1","29","4","1865","4","0","0","0","1868","694","-","-","-","-","458","-","-","False","False","True"
"693","Woodstock","The Woodstock Bugle","unknown","10","1","3","1","1973","14","4","26","1","1977","677","676","-","-","-","0","Published by: ""Bugle Publishing Ltd."" (1973 - July 7, 1976);\n""Henley Publishing Ltd."" (July 14, 1976-1977)","Publié par: Bugle Publishing Ltd (1973  7 juillet , 1976);\nHenley Publishing Ltd ( 14 juillet, 1976-1977)","False","False","False"
"694","Woodstock","Woodstock Journal","weekly","1","1","0","5","1854","7","0","0","5","1864","685","692","-","-","-","460","-","-","False","False","True"
"695","Woodstock","Woodstock Press","unknown","1","1","18","12","1880","16","14","2","2","1896","-","684","-","-","-","461","-","-","False","False","True"
"696","Woodstock","Woodstock Times and Victoria County Advocate","weekly","1","1","0","6","1863","0","0","24","10","1863","190","-","-","-","678","596","-","-","False","False","False"
"697","Woodstock","Woodstock Weekly Clipper","unknown","1","1","0","11","1877","0","0","0","0","1878","-","-","-","-","-","0","Reference in Carleton Sentinel, Nov 17, 1877.","Référence dans le Carleton Sentinel du 17 novembre, 1877.","False","False","True"
